Rinf,s50,c,sigma
362.24,238.63,1.4553,0.34927
364.63,231.14,1.5006,0.29258
305.5,183.59,1.5782,0.37334
382.71,242.45,1.4692,0.33765
377.31,213.18,1.5448,0.38571
349.92,241.56,1.4001,0.34089
279.03,174.82,1.5819,0.31202
390.44,230.97,1.5396,0.40841
281.77,213.83,1.366,0.34513
331.8,204.21,1.6039,0.37336
392.69,282.49,1.3544,0.30722
343.9,220.75,1.4712,0.2991
332.51,201.09,1.6185,0.33738
370.4,295.51,1.2847,0.29714
341.84,247.62,1.3853,0.37786
312.56,236.5,1.2973,0.37012
284.37,180.27,1.5008,0.34307
348.82,251.29,1.3304,0.37408
362.1,252.76,1.3733,0.40353
348.26,219.15,1.5172,0.31488
328.65,213.7,1.4421,0.32541
397.02,276.93,1.4305,0.2909
386.47,280.58,1.2957,0.3488
293.25,174.93,1.5776,0.27518
395.63,278.24,1.3967,0.35564
331.25,241.46,1.4087,0.33711
304.05,202.09,1.431,0.37173
368.43,234.81,1.4508,0.37049
339.98,213.29,1.5522,0.39964
359.1,247.75,1.4868,0.32609
350.61,256.6,1.3586,0.31107
275.66,185,1.3592,0.33968
395.67,296.24,1.3581,0.32727
383.7,274.17,1.4148,0.34933
358.11,239.43,1.4701,0.37275
341.85,213.9,1.5137,0.36379
385.45,265.38,1.3821,0.31273
335.54,197.09,1.5288,0.34011
249.07,169.21,1.595,0.33724
289.17,184.09,1.5583,0.32709
397,218.58,1.586,0.36714
300.9,195.47,1.4829,0.33279
290.11,188.33,1.5147,0.32494
312.34,228.39,1.3893,0.2849
393.93,241.68,1.4712,0.40621
341.13,206.82,1.5129,0.33492
210.23,135.18,1.5949,0.35595
356.66,268.2,1.355,0.36297
384.41,226.71,1.5707,0.35145
379.81,235.29,1.4697,0.32279
396.83,289.44,1.352,0.37615
319.26,191.59,1.5592,0.31332
260.29,165.63,1.4814,0.36575
386.66,289.01,1.361,0.31617
362.6,242.65,1.4217,0.33163
355.35,226.35,1.4995,0.30082
353.85,236.91,1.477,0.3006
297.29,227.39,1.3102,0.33429
247,146.63,1.6081,0.36209
276.4,204.61,1.3693,0.34415
338.91,224.07,1.4302,0.31535
331.88,199.88,1.5469,0.34461
377.61,231.15,1.5218,0.29167
283.2,194.14,1.4626,0.3376
340.62,241.31,1.3187,0.3733
393.79,285.5,1.3013,0.30498
341.41,215.17,1.4646,0.43283
373.57,232.84,1.5238,0.32154
386.43,259.8,1.4719,0.3271
371.2,227.37,1.4374,0.35716
325.15,244.62,1.3861,0.39169
373.28,251.15,1.4271,0.2721
299.46,199.35,1.518,0.37505
399.96,239.52,1.4671,0.33013
379.39,251.28,1.391,0.40466
355.95,219.94,1.5054,0.32255
360.46,207.37,1.5756,0.35819
394.2,271.02,1.4242,0.33804
381.83,275.55,1.4075,0.31528
374.04,308.85,1.2256,0.27203
388.58,254.43,1.5014,0.3429
388.46,261.15,1.4151,0.33831
364.17,282.92,1.278,0.33966
394.38,304.11,1.2795,0.3226
304.79,189.17,1.5376,0.34314
393.91,248.62,1.4423,0.35851
395.06,244.16,1.4503,0.39527
361.18,273.99,1.3132,0.3275
385.16,262.65,1.3797,0.35731
397.81,226.26,1.6181,0.33729
348.66,213.01,1.5233,0.29393
340.01,208.33,1.4636,0.34989
379.78,251.63,1.4414,0.30147
374.88,302.55,1.2593,0.37168
301.51,157.59,1.7632,0.33644
359.4,216.48,1.4147,0.43964
287,185.82,1.5624,0.31506
317.37,200.77,1.4721,0.38209
348.13,218.47,1.6022,0.37131
370.87,278.92,1.2993,0.40826
393.81,246.29,1.4676,0.35376
305.86,213.17,1.4382,0.37119
314.6,208.87,1.4964,0.35668
257.97,171.27,1.4963,0.34748
391.34,250.19,1.4523,0.34812
325.91,203.23,1.4839,0.35887
348.6,193.95,1.6274,0.32955
263.66,153.63,1.5938,0.32758
344.59,210.02,1.5329,0.38331
386.23,283.5,1.3653,0.32961
396.78,282.06,1.3215,0.33309
340.23,216.28,1.5086,0.36681
260.66,160.6,1.6309,0.3035
355.51,236.75,1.4168,0.32809
350.19,219.48,1.4612,0.32965
358.26,230.12,1.5359,0.32602
343.4,236.69,1.4772,0.32267
315.57,179.37,1.7131,0.36704
361.92,225.12,1.5311,0.33548
367.36,307.17,1.2814,0.39597
322.05,172.23,1.7036,0.38216
270.49,186.58,1.4497,0.28396
275.85,165.57,1.5561,0.32749
363.85,196.14,1.6349,0.34203
386.13,258.85,1.4495,0.3364
366.78,230.06,1.5318,0.30478
343.45,200.2,1.6327,0.34115
309.04,189.05,1.6393,0.32306
350.6,236.02,1.3727,0.43444
389.52,280,1.3837,0.34566
290,183.14,1.5946,0.33462
381.76,243.59,1.4237,0.35937
389.78,263.53,1.3197,0.34357
395.11,264.37,1.3943,0.32224
386.59,221.17,1.6088,0.3273
393.62,280.71,1.3996,0.33424
357.84,210.39,1.5849,0.37571
377.4,247.48,1.4142,0.4004
369.45,259.38,1.3837,0.28876
305.69,156.54,1.754,0.38082
399.33,231.55,1.5552,0.35273
368.4,259.27,1.3957,0.28982
393.92,273.25,1.3851,0.36459
354.45,213.34,1.469,0.35961
392.34,239.33,1.4848,0.36105
387.64,263.77,1.3612,0.30815
336.93,232.51,1.3914,0.36558
343.55,239.38,1.3898,0.3094
319.93,252.29,1.2714,0.39566
318.03,201.49,1.5252,0.37042
342.11,209.74,1.5389,0.35856
385.6,218.95,1.5623,0.37056
304.19,188.08,1.5347,0.36732
376.3,245.7,1.4756,0.34734
264.41,200.92,1.4003,0.35637
370.94,225.86,1.5825,0.38956
261.09,157.61,1.7084,0.38091
387.57,331.35,1.257,0.39875
306.43,184.84,1.4971,0.36509
336.25,216.78,1.4767,0.42615
360.57,237.28,1.4787,0.32636
355.8,278.8,1.284,0.4791
361.25,191.53,1.6835,0.32843
308.61,204.92,1.4639,0.34987
349.64,237.97,1.4513,0.33415
339.16,221.89,1.4737,0.31369
265.49,167.03,1.5737,0.27119
392.01,246.57,1.4629,0.38189
359.84,288.22,1.3125,0.34221
375.92,241.68,1.4366,0.37188
396.88,294.06,1.3548,0.32968
385.35,250.71,1.4571,0.33664
317.31,224.95,1.452,0.32147
297.95,189.66,1.5071,0.38062
368.92,248.82,1.3325,0.37724
252.6,143.82,1.7557,0.34896
277.63,176.16,1.4851,0.35142
385.31,226.14,1.4485,0.40753
306.7,226.34,1.3154,0.342
287.19,162.4,1.6787,0.38437
371.02,240.82,1.4201,0.34528
308.3,192.03,1.4153,0.38801
314.79,203.67,1.5358,0.32322
283.8,205.65,1.3937,0.38206
284.7,183.56,1.4889,0.34248
395.68,267.64,1.3521,0.32172
301.41,190.07,1.5547,0.33256
372.79,269.85,1.3661,0.32353
326.16,219.53,1.4163,0.32453
381.01,245.94,1.4242,0.38558
349.42,204.11,1.5426,0.33545
365.49,221.42,1.5608,0.44189
378.76,307.83,1.254,0.37592
317.63,225.96,1.3726,0.35195
377.83,237.14,1.4337,0.42069
389.27,240.94,1.444,0.34954
345.12,230.51,1.4566,0.38263
336.16,211.47,1.5386,0.36799
369.02,225.89,1.624,0.29295
267.36,152.31,1.8313,0.32298
338.59,200.52,1.5578,0.3354
364.96,230.96,1.4771,0.29466
327.47,204.39,1.5458,0.32499
392.67,240.89,1.5052,0.33848
393.26,218.29,1.5834,0.40184
364.8,214.16,1.535,0.32457
254.44,174.63,1.4412,0.37598
380.66,252.05,1.4259,0.32408
362.8,212.84,1.6259,0.283
300.16,207.28,1.4281,0.33158
370.62,226.85,1.5057,0.36645
393.14,251.24,1.4679,0.2805
328.15,226.13,1.4195,0.3203
377.05,274.78,1.4081,0.37245
271.42,158.52,1.5689,0.35133
388.52,278.36,1.3336,0.39114
334.17,232.61,1.3986,0.37561
363.63,257.8,1.3985,0.33532
271.95,149.43,1.7118,0.32077
338.2,224.38,1.4206,0.38996
314.37,212.99,1.4835,0.36998
268.52,171.74,1.537,0.29425
344.48,230.35,1.4209,0.34077
376.76,235.67,1.479,0.35971
338.68,254.57,1.3012,0.32236
347.97,228.53,1.4444,0.35232
373.67,242.45,1.4741,0.32562
266.94,160.12,1.6469,0.29735
318.73,201.42,1.4395,0.44505
389.04,244.09,1.4523,0.33029
366.65,251.62,1.4248,0.31752
390.49,296.21,1.3398,0.33912
238.63,178.62,1.442,0.3616
340.04,223.75,1.4568,0.29716
339.51,238.55,1.4824,0.3159
368.69,220.26,1.5847,0.30231
335.78,218.36,1.501,0.28359
335.3,207.44,1.4924,0.31685
276.18,208.51,1.4354,0.30411
398.08,309.26,1.3116,0.32113
327.01,204.27,1.5721,0.35005
279.99,160.11,1.6787,0.30012
330.35,217.32,1.4705,0.3606
378.44,220.89,1.5126,0.31321
353.79,241.92,1.4258,0.31188
346.75,247.08,1.3788,0.41347
364.76,215.87,1.5309,0.36358
269.21,216.04,1.3359,0.35616
348.42,198.77,1.6158,0.3621
357.26,240.53,1.4675,0.35118
317.81,208.01,1.5357,0.40398
302.84,185.79,1.5937,0.35001
374.37,224.53,1.5842,0.33469
365.05,256.62,1.3655,0.31368
389.29,254.72,1.4186,0.34828
390.02,288.33,1.3252,0.2585
338.17,220.6,1.4684,0.34398
307.25,206.09,1.5653,0.37178
275.85,165.57,1.5561,0.32749
309.06,184.69,1.5857,0.30779
343.66,190.23,1.5705,0.33615
382.74,215.66,1.6331,0.33209
372.37,247.03,1.4081,0.32403
336.13,248.88,1.3688,0.33692
345.41,247.52,1.3846,0.35291
361.65,258.88,1.4367,0.2929
336.47,235.43,1.3635,0.31986
392.21,247.93,1.5251,0.30299
380.8,287.68,1.3398,0.33286
388.15,303.57,1.271,0.33126
301.5,227.31,1.2697,0.37307
359.18,264.44,1.356,0.2856
362.47,225.63,1.5157,0.3363
396.74,292.47,1.2797,0.34425
376.15,268.09,1.4167,0.30818
364.05,221.46,1.5522,0.39005
287.21,184.64,1.4462,0.37671
281.05,195.99,1.3957,0.39101
330.37,201.06,1.5109,0.32384
383.82,248.85,1.4841,0.29398
381.87,237.25,1.5474,0.32469
247.13,140.74,1.7489,0.37405
387.97,268.23,1.3553,0.3172
366.51,246.06,1.4374,0.30094
340.89,200.93,1.5756,0.35885
393.8,290.84,1.3394,0.33393
330.49,223.12,1.4052,0.33482
384.89,220.19,1.5196,0.37348
374.53,257.7,1.4524,0.3281
360.25,243.09,1.4816,0.34436
358.27,248.15,1.4453,0.31537
349.07,246.41,1.3501,0.3468
372.03,272.39,1.3108,0.32252
384.55,247.34,1.4114,0.33024
389.73,255.45,1.4619,0.35208
278.61,181.1,1.5082,0.39494
375.09,267.68,1.3838,0.31174
399.09,285.72,1.3902,0.29886
334.96,225.25,1.4349,0.31084
340.93,229.37,1.4294,0.34442
231.03,159.52,1.5242,0.2818
358.13,250.47,1.3354,0.37485
387.26,235.38,1.4832,0.39427
383.44,232.65,1.4907,0.33489
341.12,196.5,1.5771,0.35805
366.28,254.34,1.4229,0.37834
363.86,219.79,1.5361,0.37287
390.47,268.38,1.3818,0.35423
366.73,225.05,1.5159,0.3654
369.1,226.5,1.5523,0.32403
359.44,254.19,1.3592,0.34936
283.42,168.21,1.5798,0.33257
397.65,274.91,1.4426,0.34891
363.72,235.4,1.4074,0.37723
398.19,228.01,1.5082,0.38845
396.97,273.97,1.3576,0.43686
323.97,188.89,1.6606,0.37165
391.31,229.78,1.5831,0.34252
353.33,263.14,1.3765,0.36468
278.37,179.65,1.5928,0.31712
343.09,218.68,1.4593,0.32266
336.17,218.79,1.534,0.30039
303.03,206.34,1.4186,0.40689
367.96,207.92,1.5789,0.40429
266.36,167.35,1.6086,0.35045
321.89,196.11,1.6178,0.34812
282.23,178.9,1.4676,0.37361
354.15,241.96,1.4669,0.34738
310.43,192.86,1.5298,0.32147
368.59,240,1.4932,0.36142
386.01,281.55,1.3285,0.3746
316.36,207.66,1.5265,0.37797
366.4,246.01,1.4354,0.34946
335.78,210.36,1.4488,0.3408
385.43,309.56,1.1923,0.38587
372.88,251.37,1.4047,0.32211
332.41,228.8,1.427,0.3442
315.21,212.67,1.4953,0.35582
383.51,231.91,1.485,0.31275
335.86,179.65,1.6413,0.38737
382.37,276.27,1.3147,0.335
326.36,198.86,1.5572,0.3972
313.13,237.28,1.3369,0.30772
381.24,265.6,1.3776,0.29665
313.81,187.73,1.6101,0.40539
385.17,253.92,1.5158,0.35722
328.06,214.66,1.5134,0.31129
363.3,235.5,1.483,0.30229
341.75,212.08,1.6154,0.3525
306.93,189.45,1.4702,0.31828
326.6,230.95,1.4303,0.38529
308.13,198.3,1.5187,0.29003
355.04,259.39,1.3364,0.404
366.24,234.4,1.4459,0.35802
258.91,148.83,1.7461,0.37493
329.37,208.85,1.5332,0.35213
298.09,199.21,1.4702,0.34333
279.19,180.84,1.469,0.41435
365.94,216.62,1.5874,0.38975
287.96,178.69,1.5542,0.33105
264.85,168.97,1.5682,0.34142
292.44,214.03,1.4666,0.35552
362.85,273.13,1.3281,0.38056
354.16,204.08,1.5776,0.31916
358.64,248.44,1.3964,0.32915
375.65,261.93,1.4084,0.29232
354.16,210.01,1.5214,0.40861
332.72,199.19,1.5274,0.36894
362.17,223.96,1.5004,0.32609
375.53,227.12,1.5344,0.29666
371.02,221.46,1.5374,0.31108
353.81,204.35,1.5843,0.29945
335.96,230.36,1.4677,0.32697
391.58,285.2,1.3795,0.36187
354.79,247.09,1.4754,0.3448
390.49,294.29,1.2719,0.34178
353.32,250.69,1.344,0.38924
300.35,171.2,1.6321,0.3167
362.04,212.05,1.5142,0.3886
393.5,244.64,1.4905,0.34888
307.56,175.66,1.6862,0.33803
365.05,229.21,1.5182,0.33368
334.93,232.21,1.4378,0.35043
373.31,250.81,1.4014,0.29736
304.44,199.09,1.506,0.33756
379.14,253.49,1.4148,0.36163
394.96,228.78,1.5867,0.30702
393.22,266.78,1.381,0.38751
399.49,256.65,1.4818,0.32489
383.36,216.08,1.5698,0.31468
373.09,208.34,1.6507,0.34649
299.29,209.57,1.4509,0.37692
398.1,244.75,1.5391,0.29465
335.86,204.7,1.5434,0.36209
390.63,290.63,1.3242,0.27495
346.82,235.74,1.4537,0.32053
386.56,227.46,1.605,0.38489
339.04,224.67,1.4732,0.29905
316.91,238.48,1.3299,0.37201
326.46,193.25,1.5591,0.31861
365.11,220.69,1.5929,0.29862
382.77,262.34,1.4356,0.28938
366.27,195.19,1.6794,0.38226
355.28,232.28,1.4994,0.32308
364.87,255.55,1.4422,0.36797
373.95,287.45,1.3163,0.34627
398.25,299.35,1.3519,0.32471
268.52,171.74,1.537,0.29425
321.85,209.44,1.4546,0.34511
384.95,285.13,1.3573,0.36717
362.15,276.36,1.3708,0.29911
379.45,271.9,1.3695,0.34996
376.6,237.51,1.4578,0.28332
369.99,218.51,1.5427,0.3082
379,282.02,1.3806,0.32966
280.83,197.29,1.4434,0.37917
305.28,179.61,1.5973,0.35732
376.8,277.5,1.3717,0.30899
363.05,242.33,1.4259,0.38143
315.35,210.5,1.4677,0.41484
351.76,304.25,1.2241,0.31968
329.2,210.87,1.5613,0.33365
313.55,181.51,1.6083,0.34662
378.07,257.17,1.4212,0.32128
353.19,234.13,1.5156,0.38396
367.23,237.62,1.4808,0.36256
377.89,253.25,1.4064,0.36768
377.3,228.86,1.5636,0.33956
339.46,218.49,1.4906,0.28801
377.33,252.52,1.4107,0.39879
293.1,221.04,1.3831,0.29028
351.83,211.2,1.5135,0.36654
357.91,238.98,1.4728,0.28443
300.07,192.41,1.5116,0.2738
320.21,216.89,1.4648,0.31671
369.37,253.83,1.3857,0.37475
325.6,197.76,1.4987,0.37605
372.63,277.9,1.3633,0.33531
395,268.69,1.4973,0.35894
373.27,240.59,1.4836,0.3798
289.8,192.34,1.485,0.38264
398.69,218.14,1.5441,0.42455
317.88,216.52,1.464,0.35622
344.77,223.83,1.4176,0.3424
278.44,170.1,1.6156,0.3361
285.76,195.88,1.4661,0.28379
328.19,219.07,1.4719,0.32944
202.3,128.39,1.6557,0.3424
335.95,197.44,1.5759,0.3295
340.02,240.17,1.4042,0.37269
300.3,215.08,1.3872,0.3522
376.63,308.18,1.2805,0.32888
339.03,181.77,1.783,0.33192
377,268.74,1.38,0.34752
347.96,206.53,1.6282,0.3533
354.32,227.13,1.4594,0.32648
384.5,244.28,1.4685,0.29225
307.8,223.79,1.384,0.3728
374.31,226.22,1.4829,0.335
361.46,238.52,1.4881,0.32639
335.25,233.38,1.3942,0.31227
332.54,200.39,1.574,0.29132
389.57,226.36,1.5639,0.33597
388.75,202.23,1.6699,0.35506
392.23,266.17,1.3974,0.27175
395.72,243.44,1.4801,0.35205
348.47,223.43,1.4874,0.35828
368.16,201.59,1.613,0.37601
326.35,224.76,1.3433,0.34276
317.1,187.62,1.6243,0.3371
334.59,203.29,1.4923,0.33688
361.2,247.15,1.4357,0.29092
321.31,229.12,1.4234,0.3191
353.83,275.02,1.3349,0.30792
344,226.15,1.3912,0.36045
257.18,168.75,1.5153,0.33346
380.09,265.98,1.3771,0.36667
375.35,230.62,1.5256,0.3266
379.73,235.42,1.5521,0.29297
303.43,209.85,1.4389,0.37138
341.8,290.55,1.3045,0.38223
317.48,196.39,1.5473,0.31794
340.87,234.51,1.504,0.34033
264.2,167.19,1.468,0.35799
347.38,234.77,1.4049,0.2982
280.03,175.08,1.5541,0.37421
274.97,165.97,1.6106,0.41917
394.41,250.17,1.4805,0.30878
375.16,239.25,1.4948,0.35141
340.15,256.86,1.3298,0.33089
383.55,259.37,1.4021,0.35097
394.3,240.29,1.4505,0.3651
271.14,168.84,1.5313,0.36299
398.4,248.25,1.5411,0.29567
399.81,224.93,1.5187,0.33648
312.06,208.37,1.5247,0.35707
380.59,248.29,1.4276,0.30894
339.55,223.74,1.4148,0.36319
303.98,190.83,1.5219,0.39387
382.3,266.29,1.4602,0.33781
318.21,202.93,1.483,0.32518
318.43,181.31,1.6256,0.36564
323.49,237.84,1.3771,0.36458
335.81,214.38,1.5465,0.33911
395.45,267.38,1.3807,0.39601
259.26,175.64,1.4662,0.33426
267.11,170.06,1.5853,0.34247
270.27,170.19,1.6491,0.32509
291.9,198.3,1.4736,0.38154
316.48,217.48,1.4411,0.32017
365.84,230.27,1.5472,0.31867
386.37,250.66,1.4719,0.33008
319.8,204.95,1.5602,0.36085
328.42,226.53,1.4128,0.29992
369.39,241.64,1.4225,0.32163
320.4,189.76,1.555,0.3338
356.91,263.25,1.3001,0.29995
385,259.97,1.4286,0.33765
253.24,151.82,1.6695,0.36785
268.44,176.53,1.5202,0.31743
371.33,232.55,1.4831,0.36937
332.01,231.89,1.464,0.32862
372.51,241.2,1.4467,0.32326
343.94,207.08,1.551,0.32962
369.14,278.47,1.3155,0.40116
369.75,296.02,1.2415,0.37022
245.19,164.62,1.5701,0.44481
333.23,215.4,1.519,0.34873
398.21,291.12,1.3965,0.29507
275.83,196.6,1.4579,0.33194
392.81,246.51,1.4329,0.35422
397.47,252.11,1.4444,0.36384
299.62,186.85,1.5298,0.31012
396.47,261.11,1.3666,0.37593
364.57,246.04,1.4242,0.40361
346.09,277.09,1.3138,0.34225
331.73,205.67,1.4292,0.36156
383.5,236.85,1.4867,0.33601
385.67,240.58,1.5146,0.32095
366.88,266.78,1.3638,0.30312
312.98,189.32,1.5358,0.36821
285.69,180.26,1.559,0.29385
384.41,246.62,1.453,0.33378
355.88,243.45,1.4235,0.35267
272.52,158.83,1.5659,0.34019
325.7,209.83,1.4914,0.3509
327.75,227.67,1.3853,0.38482
399.11,279.38,1.3514,0.33804
374.51,228.99,1.4666,0.33382
343.39,185.03,1.7258,0.432
368.98,260.06,1.4209,0.375
341.44,214.6,1.4959,0.36445
244.15,159.96,1.6201,0.41319
385.44,254.58,1.4797,0.27923
356.99,240.56,1.4524,0.31545
387.88,238.98,1.4768,0.35503
382.35,292.24,1.2884,0.36553
391.28,277.59,1.4131,0.37242
359.23,230.39,1.4682,0.32355
372.48,220,1.4925,0.35436
393.75,266.27,1.4552,0.35542
391.53,221.82,1.5653,0.33833
367.45,253.81,1.3624,0.35811
260.05,159.17,1.5546,0.37004
395.51,271.11,1.3616,0.30826
383.29,226.7,1.5004,0.38841
398.59,223.57,1.5784,0.35887
318.13,199.69,1.5664,0.33173
328.81,280.19,1.2957,0.39324
316.31,220.22,1.3331,0.34003
367.62,230.69,1.3531,0.34831
309.82,195.23,1.4845,0.36713
358.64,229.96,1.5186,0.31649
303.68,180.38,1.6506,0.3653
385.55,259.02,1.4335,0.38099
391.89,237.97,1.4798,0.34733
396.37,248.62,1.4872,0.31744
397.71,257.78,1.4668,0.30805
353.86,194.86,1.6384,0.35076
376.6,236.01,1.4948,0.30427
347.22,256.39,1.3101,0.32703
318.88,186.28,1.6308,0.37003
300.23,187.45,1.5514,0.35357
390.12,276.09,1.4093,0.31253
397.26,261.14,1.3456,0.28674
384.09,281.96,1.3142,0.31916
364.87,276.33,1.3657,0.32694
394.94,249.93,1.4706,0.36455
379.04,223.24,1.5338,0.32505
289.18,189.06,1.5092,0.29173
363.5,210.85,1.5537,0.3059
297.47,172.79,1.7231,0.36222
390.91,281.39,1.3681,0.32852
397.27,236.28,1.4907,0.34713
365.44,244.63,1.4417,0.29473
365.59,245.57,1.3289,0.33491
396.67,236.68,1.4582,0.41058
240.57,166.86,1.44,0.37555
344.66,212.2,1.5429,0.30387
302.99,215.29,1.4096,0.32434
366.36,236.94,1.485,0.36128
328.61,220.29,1.4157,0.29463
342.49,203.44,1.5693,0.36131
331.36,238.03,1.444,0.36955
335.61,204.3,1.5322,0.4037
336.46,219.38,1.4145,0.329
302.83,188.65,1.5228,0.29378
220.49,134.82,1.6624,0.33825
259.59,162.5,1.6422,0.29174
387.35,251.09,1.4418,0.30011
383.93,242.53,1.506,0.35134
386.82,271.56,1.3284,0.34397
353.23,224.32,1.4493,0.31721
363.86,244.08,1.4672,0.32066
241.37,150.41,1.5167,0.37424
361.31,202.11,1.5791,0.36539
388.52,256.37,1.3989,0.35832
358.49,246.31,1.3626,0.35608
316.45,210.26,1.4634,0.31499
375.17,246.99,1.378,0.37452
395.01,223.61,1.6112,0.40249
355.4,281.86,1.3117,0.30576
383.48,222.09,1.4487,0.48554
351.74,230.83,1.4854,0.27908
392.87,261.55,1.3969,0.37899
360.5,231.79,1.5064,0.31382
370.14,237.62,1.462,0.37965
350.36,225.97,1.4325,0.35527
370.66,248.54,1.4805,0.36668
377.58,253.58,1.4708,0.31427
309.11,189.92,1.56,0.37455
391.79,246.23,1.4818,0.36026
365.96,244.18,1.447,0.38324
363.34,212.04,1.5674,0.37049
375.08,246.29,1.431,0.32888
381,260.8,1.4621,0.29187
376.85,262.96,1.4015,0.39206
350.61,227.09,1.4542,0.34459
261.48,174.8,1.4693,0.34971
287.18,175.5,1.572,0.36653
374.93,229.34,1.4729,0.35047
317.15,199.15,1.482,0.34062
379.92,270.54,1.3305,0.31442
342.06,204.44,1.557,0.37882
294.65,184.32,1.5678,0.34956
356.63,225.04,1.4718,0.41877
380.46,261.04,1.4228,0.31689
391.85,272.48,1.4446,0.33531
341.66,221.53,1.511,0.36229
324.87,212.67,1.543,0.34438
395.78,256.95,1.4275,0.4111
312.31,210.57,1.4353,0.34999
285.8,182.92,1.566,0.29894
378.26,266.7,1.4234,0.36537
332.16,212.83,1.5395,0.37161
371.9,218.05,1.5709,0.35842
323.9,231.11,1.4099,0.329
362.96,225.56,1.5153,0.31296
364.2,201.64,1.6083,0.32432
360.57,233.2,1.4703,0.31196
349.4,209.06,1.5439,0.31713
302.87,194.99,1.445,0.34704
357.05,228.11,1.4883,0.38229
360.21,212.38,1.538,0.36987
398.04,250.87,1.4847,0.35221
368.66,231.25,1.4962,0.29808
336.85,228.05,1.4369,0.31959
355.38,250.47,1.4426,0.32594
391.04,240.16,1.4718,0.37205
273.41,170.65,1.5532,0.33018
395.72,258.11,1.4375,0.34743
356.04,212,1.5264,0.37283
347.91,203.85,1.5215,0.3166
370.97,216.99,1.5617,0.35179
296.81,198.03,1.5126,0.32506
399.03,278.11,1.37,0.2821
368.38,231.31,1.4688,0.36307
374.65,270.52,1.3046,0.36295
309.81,199.22,1.5135,0.34456
337.86,222.92,1.4838,0.31692
370.43,218.87,1.5627,0.36421
379.01,262.43,1.4017,0.31055
370.46,232.01,1.5462,0.34869
383.65,270.79,1.3783,0.29404
367.19,222.54,1.5137,0.3384
363.91,265.92,1.3923,0.33763
377.17,247.41,1.4823,0.30001
314.64,237.63,1.3582,0.34944
377,217.62,1.5399,0.36078
349.84,243.58,1.3426,0.34003
322.19,218.14,1.4361,0.29869
325.69,202.34,1.4677,0.37559
398.13,240.19,1.506,0.36932
353.61,226.75,1.433,0.38306
347.72,220.82,1.4403,0.36238
398.72,265.37,1.416,0.3728
344.37,241.3,1.4327,0.2956
366.54,248.6,1.4633,0.316
361.1,216.88,1.4763,0.36485
242.3,169.46,1.4175,0.37927
291.84,186.15,1.5227,0.34505
347.31,220.34,1.5082,0.3282
373.08,236.36,1.486,0.31672
292.64,192.47,1.5736,0.33341
385.08,238,1.5116,0.37761
393.68,281.73,1.3276,0.35358
387.18,210.91,1.5443,0.36554
362.14,315.46,1.202,0.32562
380.07,219.79,1.5868,0.34262
389.15,257.39,1.3829,0.34286
359.83,190.67,1.6749,0.40782
399.8,273.85,1.4189,0.32273
306.57,203.17,1.4417,0.32465
382.22,240.25,1.4475,0.33873
372.74,237.73,1.4752,0.39482
341.29,219.59,1.4722,0.34682
335.95,207.54,1.5387,0.31265
365.22,214.41,1.5523,0.29698
367.59,204.89,1.5507,0.36654
287.24,177.86,1.5766,0.34232
227.42,148.35,1.5845,0.35571
312.68,182.09,1.5525,0.36099
391.85,244.99,1.4889,0.30056
371.65,244.68,1.3785,0.31249
369.87,252.26,1.477,0.35201
390.95,210.03,1.5993,0.38069
332.01,228.41,1.3637,0.35362
325.85,218.88,1.4412,0.27644
370.29,234.87,1.4762,0.30551
374.54,264.03,1.3883,0.36458
368.58,251.64,1.4437,0.34815
285.93,200.6,1.399,0.32884
262.73,200.6,1.4289,0.36321
370.87,291.2,1.3376,0.37532
327.63,236.09,1.3349,0.40069
348.47,223.43,1.496,0.32387
396.5,211.85,1.6775,0.38362
372.99,213.65,1.6157,0.37297
337.86,220.41,1.4469,0.37101
302.96,206.03,1.4184,0.33241
363.65,263.41,1.404,0.33901
259.79,166.68,1.5471,0.37744
381.83,259.94,1.4296,0.33191
312.03,235.38,1.3471,0.33524
385.22,245.04,1.4455,0.30671
318.89,212.05,1.4865,0.40931
257.44,146.6,1.7009,0.39512
257.07,169.02,1.5641,0.28499
363.43,233.3,1.4452,0.3892
353.14,270.8,1.3276,0.40198
333.33,230.56,1.4827,0.34491
395.54,255.24,1.461,0.35366
300.29,194.87,1.5118,0.38924
319.21,208.44,1.4679,0.38038
339.59,195.46,1.6514,0.35253
289.42,202.6,1.4451,0.38108
327.28,220.54,1.4263,0.33157
386.15,242.78,1.4231,0.37918
317.49,206.1,1.4649,0.38263
329.46,242.5,1.3559,0.34086
395.25,228.83,1.5284,0.35063
330.72,189.64,1.6008,0.30475
344.86,246,1.3941,0.33528
340.22,214.92,1.4871,0.30598
379.19,220.67,1.5716,0.33917
372.05,253.73,1.3674,0.35638
344.6,244.63,1.4733,0.35164
305.49,180.77,1.6282,0.35714
398.71,284.93,1.3838,0.35177
291.97,199.68,1.4254,0.35116
355.69,233.44,1.4569,0.34276
360.9,290.64,1.2348,0.35753
359.13,232.63,1.5149,0.32512
324.14,218.53,1.4247,0.33877
269.26,163.32,1.6858,0.35108
267.95,177.1,1.5317,0.37047
327.08,224.8,1.4051,0.27368
386.56,245.32,1.429,0.38223
363.65,213.55,1.5191,0.38455
327.27,186.31,1.6368,0.42681
301.14,181.34,1.6551,0.32597
318.53,195.68,1.5486,0.40427
395.84,222.17,1.5085,0.31841
259.55,160.72,1.5442,0.36694
