Rinf,s50,c,sigma
356.03,250.22,1.3941,0.35836
355.44,218.29,1.4969,0.34819
337.9,247.21,1.4011,0.3271
275.28,155.05,1.6975,0.37283
384.61,215.62,1.679,0.29943
341.45,217.32,1.4905,0.32744
359.95,232.33,1.4616,0.30485
369.41,258.31,1.411,0.32431
348.3,248.16,1.3911,0.38367
344.68,218.51,1.4359,0.35188
353.7,246.43,1.4011,0.40089
355.15,218.21,1.4911,0.35909
250.03,180.22,1.4454,0.28712
375.53,261.54,1.4014,0.36842
393.98,245.61,1.397,0.38468
357.61,239.97,1.4535,0.35824
379.61,201.98,1.6204,0.35176
398.82,237.39,1.5508,0.29917
375.82,260.67,1.392,0.33059
340.75,241.16,1.4242,0.33721
303.04,201.71,1.4299,0.377
371.71,252.08,1.4885,0.33496
389.44,230.69,1.5167,0.39508
372.71,237.64,1.4675,0.32254
385.63,247.36,1.4582,0.30517
324.63,202.91,1.5133,0.32286
366.48,229.57,1.4493,0.35145
378.98,246.55,1.4885,0.36096
326.21,200.64,1.6049,0.36452
323.71,181.01,1.6003,0.37722
311.81,196.18,1.5194,0.34166
307.12,210.64,1.3702,0.36081
342.56,235.1,1.4417,0.32749
373.71,239.02,1.4419,0.32747
352.97,241.76,1.4517,0.33789
338.53,217.8,1.4099,0.31105
377.75,225.85,1.5105,0.4036
277.98,186.65,1.4372,0.32484
345.18,263.68,1.2962,0.37412
361.83,214.68,1.5254,0.33276
314.98,205.55,1.4627,0.33074
342.51,251.91,1.3821,0.38384
263.6,173.46,1.5046,0.33554
373.41,230.42,1.4841,0.2831
354.85,227.94,1.4961,0.36769
345.96,208.21,1.6036,0.40006
394.13,244.53,1.5092,0.3349
295.61,196.09,1.4004,0.3522
368.6,245.68,1.5069,0.34745
278.66,192.4,1.4664,0.28688
379.3,229.85,1.5789,0.32942
282.41,188.29,1.542,0.29811
378.82,246.85,1.4482,0.35812
344.97,219.85,1.5802,0.29205
312.52,208.7,1.4633,0.29689
298.35,189.43,1.459,0.31107
373.35,216.56,1.5411,0.31853
385.17,243.07,1.4565,0.31349
308.13,198.3,1.5187,0.29003
310.51,221.85,1.3821,0.27139
375.83,256.23,1.4436,0.4073
384.79,266.68,1.3719,0.35643
381.38,236.05,1.5405,0.36467
278.26,170.62,1.6035,0.35874
376.65,244.84,1.5109,0.33112
360.39,213.6,1.5822,0.35895
373.41,264.62,1.4243,0.30537
392.96,245.65,1.4001,0.42592
344.08,218.09,1.5157,0.28352
370.65,235.85,1.4666,0.36764
395.46,289.97,1.3844,0.35601
334.06,221.55,1.4491,0.30637
313,202.84,1.4828,0.35574
323.25,195.26,1.526,0.36138
386.7,290.6,1.3282,0.40496
359.83,234.66,1.4606,0.32373
314.19,241.73,1.3703,0.31806
349.71,210.35,1.5155,0.34489
383.07,268.91,1.3794,0.36235
341.45,210.7,1.5139,0.36358
345.75,224.71,1.4929,0.30061
347.12,220.77,1.5437,0.32738
381.08,283.57,1.3457,0.33321
367.07,230.2,1.5055,0.36271
328.19,219.07,1.4719,0.32944
390.31,232.03,1.4707,0.33301
349.58,197.72,1.609,0.34247
374.23,223.56,1.5294,0.31295
322.32,200.34,1.5757,0.27039
367.52,263.77,1.311,0.34965
310.52,205.67,1.5001,0.31504
345.9,208.99,1.5327,0.36352
260.29,165.63,1.4814,0.36575
395.74,251.72,1.4689,0.38142
300.98,190.83,1.5804,0.2674
390,223.57,1.5474,0.37375
306.92,220.17,1.3774,0.28063
308.56,238.78,1.3667,0.35383
371.3,226.79,1.5289,0.3613
373.28,247.55,1.3929,0.33824
358.75,244.78,1.4494,0.29996
297.7,197.34,1.5609,0.41681
368.59,222.82,1.5189,0.29607
360.35,247.74,1.397,0.36504
394.88,278.2,1.3144,0.30423
370.25,255.01,1.3935,0.38362
380.42,252.06,1.3892,0.35219
355.82,252.47,1.4628,0.30954
292.16,187.89,1.5185,0.28059
375.13,203.72,1.6257,0.40149
290.13,164.54,1.6437,0.39222
366.84,237.12,1.4514,0.31746
356.91,263.28,1.3826,0.3652
316.61,215.43,1.4427,0.34384
310.09,205.1,1.4716,0.31056
333.32,199.03,1.577,0.34958
355.26,237.88,1.4289,0.32452
354.69,247,1.3506,0.34577
360.54,252.46,1.3838,0.38569
358.2,204.52,1.5651,0.34407
322.92,213.4,1.4567,0.39477
376.37,231.21,1.5211,0.3225
374.44,217.06,1.5975,0.31473
370.3,228.8,1.4336,0.38644
371.95,244.12,1.4417,0.3193
357.25,254.61,1.3877,0.36749
331.31,230.59,1.4032,0.35698
297.12,163.3,1.7593,0.35988
371.02,298.09,1.302,0.29127
396.44,218.03,1.6346,0.3626
393.51,208.25,1.6975,0.32374
290.2,191.55,1.5233,0.30809
387.56,319.29,1.2899,0.35224
350.17,257.24,1.3535,0.37173
385.14,238.73,1.5276,0.32516
376.56,243.4,1.4524,0.3303
320.4,244.25,1.371,0.33133
369.54,258.21,1.384,0.33974
390.68,259.96,1.3914,0.36069
377.68,212.11,1.6369,0.3666
333.37,212.35,1.4871,0.32953
394.78,246.27,1.4383,0.2866
370.07,203.05,1.6242,0.35613
397.86,258.34,1.4781,0.32536
276.88,168.76,1.621,0.32014
375.94,236.73,1.4616,0.32951
354.11,200.26,1.5873,0.35186
315.22,205.59,1.4649,0.38461
370.62,235.96,1.5191,0.40792
285.28,167.03,1.4671,0.39941
362.09,238.34,1.4148,0.31682
241.37,150.11,1.6161,0.31829
396.32,219.99,1.5408,0.35234
382.45,252.44,1.5012,0.32181
310.19,203.98,1.59,0.35135
353.83,208.34,1.5361,0.36437
341.31,249.71,1.3341,0.34465
397.46,262.29,1.3873,0.3174
359.32,250.61,1.3897,0.32009
353.99,213.96,1.5599,0.3459
386.83,242.81,1.4973,0.32745
380.28,228.29,1.5302,0.35317
318.61,237.45,1.3602,0.30017
387.4,269.09,1.3296,0.35291
362.55,233.5,1.5022,0.28082
394.32,242.91,1.5416,0.31487
337.46,232.07,1.3671,0.35173
316.47,204,1.5042,0.35599
267.1,167.12,1.5982,0.31373
259.98,153.08,1.6163,0.35392
308.08,203.99,1.4995,0.38106
349.19,229.46,1.4663,0.34006
375.28,309.1,1.2402,0.31986
270.38,164.12,1.6478,0.36086
336.48,230.82,1.3958,0.36109
251.42,162.46,1.5201,0.36418
330.71,224.34,1.4641,0.33294
300.07,198.74,1.5503,0.32092
337.29,232.8,1.3589,0.37256
351.14,214.75,1.4981,0.40812
274.65,170.42,1.5776,0.32817
383.77,258.56,1.4483,0.34021
333.95,259.47,1.3495,0.36333
323.74,202.88,1.5146,0.30394
325.52,186.4,1.6032,0.34669
362.5,256.12,1.4169,0.3214
371.51,229.4,1.5257,0.32804
309.25,197.81,1.4688,0.32847
343.44,256.88,1.3329,0.36529
364.87,232.87,1.3984,0.33632
388.71,223.74,1.5958,0.31767
343.62,219.6,1.4695,0.33269
266.36,167.35,1.6086,0.35045
360.25,218.25,1.482,0.37921
352.4,260.24,1.3269,0.31616
315.51,262.75,1.2829,0.30404
304.09,211.36,1.4363,0.33363
344.7,236.21,1.4935,0.29237
378.08,280.84,1.351,0.36387
287.79,186.66,1.5228,0.38594
341.86,243.56,1.3579,0.32384
266.58,171.63,1.4497,0.36991
286.76,158.61,1.7086,0.3813
314.4,185.23,1.5942,0.3459
289.18,189.06,1.5092,0.29173
244.91,167.21,1.4238,0.36014
363.67,231.46,1.5168,0.31828
309.95,200.86,1.5489,0.33156
367.06,216.16,1.5888,0.3186
397.56,223.76,1.5517,0.34477
260.56,158.93,1.6208,0.36533
372.13,241.94,1.4695,0.28966
293.5,172.55,1.6227,0.32717
318.43,193.5,1.5112,0.33489
312.21,185.01,1.7004,0.33726
309.94,202.62,1.5625,0.32597
340.75,211.98,1.5289,0.33567
361.57,236.58,1.4413,0.36423
272.72,184.49,1.509,0.33481
357.12,251.38,1.3286,0.33161
335.98,205.99,1.5531,0.34248
372.51,222.18,1.5355,0.38999
271.39,176.62,1.5358,0.36949
359.57,221.13,1.5064,0.30639
381.64,254.8,1.4124,0.34504
297.17,220.34,1.3133,0.34727
388.27,268.89,1.4129,0.30441
318.61,216.65,1.4724,0.28838
325.08,225.25,1.46,0.32033
309.86,206.77,1.4679,0.44904
362.92,232.91,1.4863,0.32677
332.96,250.89,1.2931,0.38941
381.17,258.66,1.3525,0.36269
330.01,228.97,1.4955,0.31218
338.6,203.83,1.5919,0.33096
397.44,235.72,1.4985,0.35495
396.77,242.57,1.4961,0.40473
326.51,223.01,1.4097,0.3133
398.84,255.9,1.4672,0.33646
397.27,224.9,1.5457,0.34693
365.11,251.44,1.4097,0.3427
356.31,224.22,1.4546,0.32104
319.83,212.75,1.4367,0.31946
295.37,198.16,1.4609,0.41827
310.05,193.57,1.5582,0.32552
395.52,283.58,1.4159,0.34849
377.39,246.27,1.4834,0.34491
336.3,277.93,1.2882,0.3373
287.24,218.19,1.4262,0.35622
346.11,241.88,1.3841,0.32515
348.09,196.79,1.673,0.35144
261.8,161.17,1.6427,0.34192
299,163.6,1.6355,0.38835
318.44,263.79,1.2826,0.38493
289.18,189.06,1.5092,0.29173
346.55,255.25,1.3583,0.40251
374.42,255.35,1.4313,0.37429
351.81,234.04,1.3802,0.36917
373.65,245.33,1.4799,0.33065
395.51,238.01,1.5217,0.36867
339.43,228.6,1.4275,0.29272
275.61,198.38,1.4451,0.31982
365.64,238.38,1.4877,0.39995
348.15,217.13,1.495,0.30841
338.46,255.61,1.3076,0.33209
275.67,182.71,1.4552,0.34826
395.1,210.76,1.6785,0.37972
375.18,250.87,1.4424,0.29062
392.05,321.66,1.3105,0.32723
387.18,227.67,1.4831,0.36915
336.05,222.56,1.4208,0.38862
376.11,271.44,1.3423,0.30755
279.85,221.14,1.2961,0.35361
363.36,234.47,1.4519,0.33049
379.4,284.08,1.3005,0.35653
341.77,227.42,1.478,0.35399
346.42,240.05,1.4746,0.36628
286.05,178.9,1.5036,0.37157
284.93,162.06,1.67,0.37694
361.88,245.68,1.3812,0.36779
389.53,259.04,1.4917,0.32944
356.41,226.99,1.4447,0.37026
355.51,289.75,1.2653,0.36652
387.86,232.94,1.4841,0.32533
374.46,225.06,1.4857,0.31001
315.54,205.96,1.5022,0.3413
386.31,215.48,1.6523,0.33848
297.61,194.42,1.4793,0.30116
384.7,248.4,1.4483,0.30623
395.09,283.92,1.3133,0.38744
290.93,179.54,1.6364,0.33612
336.12,250.17,1.4009,0.31599
376.46,202.57,1.6776,0.3642
340.19,196.53,1.5888,0.32178
350.65,227.23,1.4512,0.30952
382.56,290.85,1.3268,0.3074
299.66,197.83,1.4706,0.34694
326.1,207.76,1.4784,0.33803
334.7,188.12,1.6454,0.31782
325.49,239.57,1.3896,0.32625
386.64,273.02,1.3987,0.31183
347.59,218.39,1.5428,0.30168
390.05,246.34,1.4658,0.32286
388.64,251.89,1.431,0.34538
247.35,176.72,1.4819,0.32943
318.9,232.81,1.3119,0.39049
374.1,273.22,1.3325,0.31197
391.2,255.37,1.4636,0.30092
261.35,174.91,1.4846,0.3545
371.39,237.59,1.4252,0.33829
346.46,227.29,1.4508,0.3614
383.12,197.56,1.6381,0.38719
276.71,177.62,1.5422,0.28152
380.34,244.77,1.3985,0.32152
291.17,164.92,1.6462,0.35712
287.41,182.38,1.5771,0.31768
343.38,190.87,1.5814,0.36505
274.65,170.42,1.5776,0.32817
398.99,268.61,1.4742,0.28949
360.26,238.41,1.4353,0.30087
331.87,240.01,1.4178,0.31331
356.05,212.2,1.5425,0.41331
318.46,212.98,1.5372,0.38044
372.02,242.47,1.3778,0.36506
306.61,212.66,1.4545,0.35312
280.02,185.75,1.5108,0.32476
374.76,255.93,1.4125,0.34299
348.28,220.36,1.4509,0.30488
348.74,275.85,1.3247,0.39889
381.64,239.22,1.5323,0.34252
347.32,227.87,1.5044,0.3214
395.53,260.55,1.4851,0.35881
370.76,275.41,1.3573,0.33254
274.01,165.54,1.6515,0.38981
385.19,302.15,1.2748,0.33522
339.36,198.92,1.58,0.31833
393.84,219.41,1.6241,0.29769
341.4,199.99,1.5292,0.30739
388.49,244.68,1.5504,0.28659
250.95,176.25,1.5257,0.27859
380.9,225.64,1.5656,0.30861
318.23,197.37,1.4994,0.36157
232.15,157.92,1.5042,0.37302
364.21,237.16,1.4151,0.36169
314.19,241.73,1.3703,0.31806
349.96,215.92,1.5304,0.32749
307.86,194.05,1.5176,0.33244
388.58,252.62,1.4218,0.36025
351.42,291.84,1.2914,0.39666
305.04,188.99,1.558,0.33827
306.99,214.68,1.4124,0.31121
309.94,198.05,1.5735,0.36675
344.33,250.03,1.3062,0.4047
361.22,200.83,1.601,0.32776
372.51,265.09,1.3874,0.34407
326.54,211.73,1.4738,0.3378
351.45,236.93,1.4152,0.3069
392.74,313.15,1.2732,0.31273
398,252.2,1.4807,0.34606
297.06,177.06,1.6006,0.3116
247.16,162.69,1.5833,0.31784
362.63,200.53,1.6177,0.29227
399.52,280.86,1.3848,0.32827
356.77,279.58,1.2971,0.36252
247.38,157.57,1.5451,0.27804
322.04,226.73,1.3266,0.39047
363.62,261.88,1.3849,0.35627
369.77,242.75,1.4414,0.34084
347.59,209.77,1.579,0.38437
361.84,209.77,1.5365,0.31613
299.32,187.5,1.5894,0.30659
392.61,264.07,1.3957,0.3952
326.24,221.98,1.4381,0.32877
269.11,149.44,1.7566,0.37934
380.1,241.28,1.4626,0.3259
342.35,203.84,1.6081,0.37141
306.66,198.26,1.5156,0.32422
357.46,200.58,1.6134,0.30783
372.55,221.21,1.435,0.33047
263.92,148.83,1.647,0.309
356.46,240.73,1.417,0.36736
348.07,215.53,1.471,0.36145
290.1,166.13,1.6803,0.38107
343.64,197.49,1.6362,0.41876
312.67,184.01,1.5752,0.33301
326.38,198.93,1.5407,0.2776
350.48,251.29,1.3763,0.31057
274.65,148.81,1.6908,0.36159
257.39,159.91,1.5347,0.36676
346.19,217.78,1.4908,0.39729
312.88,243.64,1.3295,0.32726
313.81,198.94,1.5728,0.30722
256.69,164.3,1.5155,0.32132
388.94,206.67,1.596,0.34293
355.02,254.48,1.3711,0.35174
271.16,209.46,1.3392,0.3264
377.93,240.02,1.522,0.36024
286.89,202.13,1.3989,0.36221
374.91,304.32,1.2817,0.35046
374.09,252.82,1.3571,0.38949
308.59,182.4,1.5775,0.32261
349.17,251.67,1.3407,0.36197
362.35,252.52,1.3786,0.34482
398.15,254.98,1.4639,0.30614
289.98,197.03,1.4426,0.30841
352.76,247.71,1.4175,0.37122
354.6,253.17,1.383,0.32533
351.57,219.69,1.5135,0.33655
365.22,231.91,1.4394,0.40414
304.08,216.95,1.4268,0.3869
365.71,221.04,1.5616,0.351
361.94,211.78,1.589,0.36359
336.93,203.4,1.4935,0.3467
365.38,229.68,1.3455,0.35413
329.88,237.41,1.4532,0.33482
398.11,274.47,1.3879,0.37984
381.34,243.47,1.5226,0.30741
388.1,304.77,1.27,0.36038
361.19,256.93,1.3586,0.37924
365.46,212.09,1.5178,0.38792
343.44,232.46,1.4115,0.3349
304.32,200.71,1.5656,0.31446
345.04,216.7,1.4297,0.32698
370.42,264.49,1.3847,0.37641
388.92,237.43,1.485,0.29336
322.91,191.16,1.5524,0.34869
357.48,226.88,1.4945,0.35864
304.23,211.07,1.361,0.32841
232.5,152.96,1.5307,0.38997
392.81,243.26,1.4908,0.33854
384.75,220.99,1.5705,0.32861
376.58,218.49,1.5294,0.34669
330.77,227.05,1.3576,0.33227
267.36,152.31,1.8313,0.32298
381.99,257.85,1.4649,0.324
397.62,270.86,1.4308,0.37993
302.28,198.7,1.4864,0.34932
379.79,250.64,1.4571,0.30839
367.01,230.94,1.4876,0.35906
398.41,265.69,1.4505,0.3289
304.75,202.2,1.4856,0.33209
365.6,247.55,1.4268,0.36919
241.87,159.12,1.4314,0.37706
397.46,263.92,1.3677,0.35223
382.54,264.31,1.4146,0.34549
335.88,213.06,1.5088,0.31889
308.42,195.53,1.4545,0.376
393.82,230.22,1.5243,0.34917
339.92,230.8,1.4965,0.32911
313.82,194.66,1.5303,0.28762
349.83,237.09,1.4025,0.34123
374.61,229.47,1.4909,0.3635
387.34,227.54,1.5189,0.30931
371.56,218.5,1.4888,0.36928
336.76,232.57,1.4483,0.31204
352.56,229.08,1.5125,0.33206
331.21,205.1,1.5061,0.33603
291.22,167.65,1.7184,0.36475
370.8,250,1.3841,0.34022
374.99,221.1,1.5072,0.34263
357.22,221.24,1.4751,0.33761
324.85,195.58,1.5177,0.39966
290.5,177.37,1.6088,0.35005
276.22,175.04,1.5545,0.31703
374.83,225.47,1.4976,0.41836
337.57,211.58,1.4876,0.35122
394.25,225.61,1.5994,0.41248
313.23,193.54,1.5591,0.33621
344.31,221.47,1.4727,0.36657
344.05,230.15,1.3758,0.32976
376.79,278.41,1.376,0.3311
368.52,228,1.5199,0.29847
376.21,281.14,1.3634,0.31721
386.09,274.37,1.3248,0.39842
354.52,219.77,1.4904,0.37306
360.1,229.86,1.468,0.33821
374.22,257.41,1.4286,0.29964
330.11,218.1,1.4231,0.3454
338.04,199.58,1.5091,0.34113
281.92,177.06,1.5293,0.35387
301.51,157.59,1.7632,0.33644
253.72,151.21,1.7057,0.38988
383.8,235.41,1.5282,0.48495
396.95,211.86,1.6441,0.32074
393.79,290.66,1.3181,0.34491
381.66,288.45,1.3267,0.33094
345.92,221.13,1.4895,0.28687
302.99,204.19,1.4514,0.34629
396.09,246.85,1.4962,0.32247
321.83,213.77,1.5014,0.3105
274.52,171.42,1.5553,0.33311
399.16,279.89,1.3591,0.3273
362.81,252.3,1.3744,0.30932
372.58,241.89,1.3954,0.37509
367.49,220.82,1.5794,0.37121
328.04,188.87,1.5392,0.39843
327.96,225.73,1.413,0.30929
389.61,234.1,1.4623,0.36705
394,296.11,1.3115,0.30417
318.17,203.86,1.5029,0.34427
395.44,251.69,1.4575,0.32197
343.78,207.41,1.5757,0.34507
325.83,238.64,1.3791,0.38386
332.29,207.17,1.4742,0.35634
368.3,225.84,1.5834,0.39602
363.49,270.07,1.3648,0.31764
331.62,185.05,1.603,0.35205
349.22,214.81,1.5445,0.32651
269.59,183.75,1.4397,0.36124
377.44,229.66,1.5663,0.32133
390.44,270.59,1.3842,0.35423
370.04,245.67,1.4014,0.34387
309.25,156.07,1.7121,0.36178
295.04,187.94,1.5607,0.30694
370.78,254.35,1.4189,0.32244
372.8,234.98,1.5111,0.33263
395.77,231.91,1.5133,0.29833
342.88,252.73,1.3882,0.34217
300.49,176.13,1.5736,0.39904
320.24,194.98,1.5691,0.3348
336.77,218.04,1.4777,0.27873
379.64,236.77,1.442,0.33872
337.74,224.7,1.4295,0.31198
352.21,288.87,1.2882,0.32046
312.49,220.69,1.3775,0.31318
321.1,185.16,1.6106,0.37612
357.07,263.79,1.3098,0.33505
343.05,235.79,1.4488,0.3249
315.25,191.19,1.5939,0.37889
383.6,262.93,1.4599,0.32821
389.6,236.23,1.4977,0.35851
309.07,188.28,1.4818,0.35039
323.92,186.23,1.663,0.36242
398.72,251.34,1.4513,0.32505
373.93,270.89,1.3396,0.38593
359.29,203.53,1.5289,0.34993
398.39,254.27,1.4801,0.35166
350.45,234.18,1.4043,0.33866
341.7,214.54,1.497,0.35696
369.55,275.62,1.324,0.34696
311.33,206.69,1.4274,0.3545
327.94,215.38,1.5164,0.30492
365.45,253.63,1.41,0.32375
342,232.7,1.3792,0.40656
381.18,201.07,1.663,0.3542
341.35,212.21,1.5503,0.39277
384.97,249.57,1.3992,0.33995
371.02,235.85,1.4757,0.31347
395.21,289.36,1.3383,0.31038
352.18,294.48,1.2607,0.28933
368.27,258.68,1.3827,0.35535
357.49,240.18,1.39,0.34659
364.64,262.65,1.4188,0.31589
329.94,218.03,1.4162,0.32086
369.15,217.77,1.507,0.3851
354.62,227.45,1.5461,0.34169
350.22,224.54,1.4926,0.33335
341.56,213.05,1.4369,0.41353
295.63,182.02,1.543,0.3328
372.71,262.85,1.3473,0.33065
392.91,308.58,1.2413,0.32171
365.72,260.23,1.4184,0.31433
341.11,246.89,1.3353,0.35839
399.77,250.29,1.5411,0.34985
363.83,245.65,1.4502,0.31819
344.8,217.19,1.5024,0.36973
374.47,243.35,1.4904,0.34798
341.96,204.75,1.6067,0.33727
344.95,258.39,1.3097,0.34509
388.54,245.89,1.4844,0.34877
354.29,232.41,1.474,0.32457
335.9,210.31,1.4996,0.33512
380.48,244.25,1.4652,0.29357
350.26,240.27,1.4073,0.33206
357.41,197.35,1.6715,0.32659
365.9,217.56,1.5349,0.33055
366.49,269.12,1.3535,0.3208
309.18,195.45,1.531,0.33221
394.35,225.38,1.5708,0.38741
336.51,209.16,1.5802,0.35998
269.34,175.03,1.5442,0.28388
393.68,235.66,1.5635,0.3214
373.01,243.87,1.4213,0.28938
262.87,159.43,1.6041,0.31887
386.15,301.06,1.319,0.39785
373.41,239.82,1.3545,0.33032
381.47,219.2,1.4854,0.35568
312.27,199.04,1.4605,0.36801
387.82,230.95,1.5661,0.31309
368.91,258.94,1.4044,0.3743
386.39,257.25,1.4596,0.25874
389.51,273.61,1.336,0.34166
360.16,217.8,1.5212,0.35912
395.35,280.85,1.3573,0.35666
326.56,194.9,1.656,0.30211
284.41,205.31,1.3674,0.29756
316.83,242.79,1.3814,0.35545
388.61,211.67,1.5787,0.42258
309.75,179.46,1.5636,0.35456
374.15,233.74,1.5128,0.3523
329.78,222.89,1.4465,0.316
288.72,169.83,1.5808,0.34288
382.25,248.99,1.4024,0.43455
285.69,180.26,1.559,0.29385
369.61,252.48,1.3968,0.31602
395.78,234.82,1.5361,0.35077
310.23,188.71,1.5808,0.29705
319.4,193.76,1.5275,0.28147
285.17,180.99,1.5061,0.35553
308.61,216.54,1.369,0.36224
369.23,281.38,1.298,0.32732
372.43,247.67,1.3649,0.3593
299.93,207.94,1.4276,0.39253
360.17,218.47,1.5547,0.35051
387.6,243,1.458,0.32029
361.75,208.7,1.6083,0.30728
342.31,224.18,1.4703,0.33571
383.36,246.6,1.4693,0.27824
347.16,225.1,1.5201,0.33619
378.41,266.58,1.4149,0.31481
311.45,214.98,1.4474,0.37177
381.57,263.33,1.462,0.36209
352.34,242.15,1.4653,0.33435
377.41,232.43,1.5271,0.2896
353.19,245.78,1.4014,0.33638
386.98,225.65,1.5703,0.3077
340.64,205.56,1.6122,0.32944
325.06,230.83,1.3825,0.37654
304.33,205.53,1.4929,0.28563
395.41,260.03,1.3902,0.35863
338.23,213.42,1.553,0.27436
380.98,260.95,1.4225,0.309
380.92,209.04,1.6229,0.32253
293.39,171.16,1.6002,0.35141
247.35,176.72,1.4819,0.32943
272.22,169.51,1.5938,0.37469
390.67,236.96,1.5119,0.33022
369.31,240.47,1.4823,0.35614
267.47,165.92,1.5769,0.39589
369.68,216.88,1.57,0.32559
290.26,195.69,1.4778,0.31535
365.13,241.16,1.5362,0.38926
270.19,196.71,1.3361,0.37873
341.24,231.28,1.4006,0.33836
362.84,272.75,1.2611,0.35603
363.25,237.71,1.5044,0.32983
318.21,193.2,1.5845,0.40379
346.06,212.22,1.527,0.35399
375.33,236.81,1.4809,0.28428
381.4,260.97,1.4,0.35481
260.93,172.13,1.5761,0.40929
367.72,242.36,1.4598,0.30143
349.84,251.75,1.4301,0.33303
350.8,195.4,1.6812,0.36653
390.43,247.02,1.4952,0.35484
273.79,177.05,1.5502,0.33979
370.48,303.79,1.257,0.31963
292.55,192.81,1.4587,0.43176
270.01,163.24,1.6598,0.39604
343.5,222.7,1.5223,0.33934
364.01,214.82,1.5256,0.35893
283.71,175.54,1.6049,0.34359
390.5,299.1,1.3057,0.30659
363.1,238.44,1.4881,0.35488
264.36,156.57,1.7317,0.33433
376.12,253.83,1.4904,0.38365
378.27,258.33,1.3908,0.33524
361.19,230.53,1.391,0.37192
300.22,180.18,1.6213,0.32545
366.29,220.49,1.5097,0.39525
351.88,215.33,1.5626,0.29342
338.36,210.18,1.4169,0.3766
326.47,217.32,1.4124,0.39326
384.07,204.59,1.5844,0.35722
334.81,248.51,1.3071,0.35928
277.3,172.68,1.6111,0.32524
320.19,194.1,1.5389,0.33875
385.79,315.82,1.2484,0.29294
398.69,228.26,1.5994,0.39055
292.98,153.26,1.7442,0.36831
375.57,267.27,1.3697,0.31916
395.37,284.69,1.417,0.36021
287.75,175.42,1.5814,0.34928
304.27,185.19,1.4949,0.39461
396.06,247.37,1.4185,0.34678
280.21,165.11,1.7314,0.37916
366.84,208.32,1.5374,0.32767
395.32,228.13,1.5235,0.31424
344.86,214.85,1.4475,0.34443
297.99,182.29,1.5943,0.29572
360.52,235.91,1.3995,0.37338
306.92,220.17,1.3774,0.28063
361.03,255.66,1.4009,0.38002
206.18,127.18,1.646,0.34209
349.75,217.42,1.4725,0.30782
360.62,230.57,1.503,0.353
397.57,249.63,1.4773,0.27009
261.89,166.17,1.5691,0.31707
359.7,222.92,1.493,0.34318
399.31,242.59,1.4762,0.32922
386.96,235.34,1.4976,0.34058
353.57,218.84,1.4818,0.3006
350.74,203.2,1.5761,0.35713
295.16,157.27,1.7306,0.38968
358.11,222.23,1.5016,0.37645
360.57,235.71,1.414,0.33577
314.8,272.69,1.2349,0.34305
391.15,248.16,1.5387,0.34496
366.67,250.75,1.4041,0.32704
364.14,246.53,1.3992,0.35929
371.42,242.25,1.4624,0.25071
364.89,279.77,1.288,0.33804
361.31,220.53,1.5888,0.31362
388.2,214.87,1.6497,0.36995
395.7,302.19,1.2969,0.3534
372.19,239.45,1.5003,0.37006
302.62,204.01,1.4681,0.30964
314.2,206.81,1.5616,0.33977
382.66,239.8,1.5204,0.37221
374.82,227.46,1.5105,0.34255
377.12,227.74,1.5462,0.31263
369.16,237.37,1.4921,0.4045
393.5,282.57,1.3305,0.30203
377.81,258.45,1.3987,0.33644
352.31,201.59,1.6345,0.34466
393.8,254.22,1.449,0.34949
331.6,227.38,1.4155,0.26268
327.29,210.25,1.5472,0.30252
315.55,202.98,1.5067,0.2947
351.61,238.42,1.3899,0.36287
365.14,249.72,1.3531,0.33525
367.39,254.39,1.392,0.32408
379.48,293.02,1.3177,0.33241
358.38,227.67,1.5552,0.34087
395.02,259.13,1.4256,0.3805
288.05,200.55,1.4153,0.34861
264.93,175.86,1.5659,0.36096
331.84,207.79,1.4983,0.35122
374.19,219.08,1.5545,0.2934
380.17,271,1.3886,0.29837
350.46,209.04,1.5218,0.3321
375.92,230.51,1.5178,0.31608
302.2,180.29,1.5384,0.41242
383.82,294.64,1.3169,0.31924
361.71,234.71,1.4399,0.35252
360.99,239.81,1.488,0.37903
371.18,231.84,1.4954,0.36397
385.8,259.49,1.3974,0.35982
302.2,202.72,1.4441,0.33733
302.45,197.08,1.4978,0.33509
362.43,206.88,1.6097,0.34163
326.18,181.76,1.5842,0.34725
337.78,228.24,1.4972,0.32655
356.93,259.9,1.3623,0.31918
299.58,186.13,1.5829,0.31045
367.83,275.9,1.357,0.30516
340.26,216.63,1.4896,0.31837
383.71,224.47,1.6458,0.42173
373.12,264.26,1.3559,0.27571
344,209.29,1.5148,0.33975
394.56,259.64,1.4071,0.34122
295.48,172.9,1.6528,0.31179
256.69,164.3,1.5155,0.32132
391.15,212.48,1.573,0.35838
287.33,186.06,1.5013,0.35089
342.56,232.29,1.5072,0.36475
398.29,221.2,1.5939,0.35313
332.43,252.05,1.3761,0.32725
342.49,219.03,1.4976,0.34424
368.24,247.99,1.4016,0.33424
364.04,217.78,1.5672,0.36743
283.67,202.4,1.5106,0.35432
269.52,186.06,1.4264,0.34973
330.47,193.75,1.5906,0.39698
317.71,253.06,1.2841,0.33957
283.73,190.18,1.5228,0.35028
397.76,267.99,1.413,0.31379
343.43,203.47,1.527,0.3392
397,249.84,1.4895,0.33546
315.3,183.59,1.6623,0.37403
295.2,186.96,1.4829,0.33067
348.29,224.04,1.5167,0.36935
340.84,219.73,1.4321,0.29874
